date,origin_id,origin_lat,origin_log,origin_polygon,origin_activity,destination_id,destination_lat,destination_lon,destination_polygon,destination_activity,province,age,hour_of_day,distance,n_trips,trips_km
2020-12-08,4625016,39.46975,-0.37739,"POLYGON ((724170.8735999996 4374062.2238, 724237.2073999997 4373941.599300001, 724016.7068999996 4373802.0811, 723941.3515999996 4373925.827099999, 723961.8051000005 4373937.953000001, 723938.6854999996 4373976.096799999, 723848.2209999999 4374133.034700002, 723701.1075999996 4374386.0926, 723609.8565999996 4374359.0922, 723596.2959000001 4374448.091700002, 723475.4861000003 4374649.362799999, 723365.1624999996 4374838.1235, 723423.6129000001 4374909.0919, 723581.1125999996 4374998.0867, 723602.0877 4374963.3138, 723724.165 4375055.687799999, 723436.9676999999 4375376.528999998, 723469.8501000004 4375463.6776, 723620.6415 4375484.5811, 723630.8284999998 4375510.613099998, 723748.3340999996 4375500.823100001, 723812.4568999996 4375651.085200001, 723756.4440999998 4375704.210599999, 723789.4130999995 4375979.212099998, 723677.4576000004 4376090.1494, 723833.3957000002 4376416.088599999, 723588.4066000003 4376478.776799999, 723524.4112999998 4376495.1511, 723439.4172 4376667.0694, 723438.3957000002 4376671.091399999, 723588.3986999998 4376737.962400001, 723498.0251000002 4377097.371200001, 723595.2268000003 4377035.930699999, 723704.9868999999 4377052.498700001, 723715.1489000004 4377099.752299999, 723917.6792000001 4377120.112500001, 723926.5181999998 4377093.3694, 724038.6377999997 4377076.602299999, 724115.0484999996 4376997.0103, 724341.9250999996 4376923.4551, 724679.7373999999 4376915.570599999, 724683.4073999999 4376904.376599998, 724723.8630999997 4376710.1945, 724901.4852 4376328.4789, 724989.5444999998 4375870.7655, 725232.6694 4375725.581700002, 725174.2319999998 4375610.5802, 725172.6387999997 4375408.419700001, 725177.2640000004 4375240.514199999, 725233.8754000001 4375077.654999999, 725296.8537999997 4374864.0806, 725031.0442000004 4374786.5875, 725090.2176000001 4374575.544600002, 725118.4057 4374458.290699999, 724791.4959000004 4374352.5381, 724717.8250000002 4374328.706100001, 724504.3745999997 4374255.1248, 724501.4171000002 4374258.700300002, 724413.4309999999 4374205.062000001, 724282.8338000001 4374128.770999999, 724170.8735999996 4374062.2238))",Casa,12138,39.98567,-0.04935,"POLYGON ((794152.4726999998 4484794.095699999, 794045.5981999999 4484669.313499999, 793923.5981999999 4484595.315199999, 793735.5960999997 4484300.311699999, 793732.5924000003 4484197.315799999, 793630.5919000003 4484031.3131, 793561.5902000004 4483979.312699999, 793498.5897000004 4483991.315699998, 793520.8893999998 4483928.028899998, 793540.5883999997 4483870.3138, 793401.5850999998 4483374.3154, 793278.5816000002 4483350.312899999, 793192.5802999996 4483205.314499999, 793116.5750000002 4482883.314300001, 792980.5739000002 4482770.3158, 792914.0543999998 4482632.3608, 792645.7061000001 4482883.1665, 792496.7081000004 4483082.1663, 792400.7087000003 4483144.1673, 792112.7077000001 4483274.168099999, 792011.7085999995 4483279.1651, 791942.7087000003 4483254.169600001, 791900.7071000001 4483171.170099999, 791851.7089 4483158.1696, 791716.7099000001 4483266.1665, 791476.7122999998 4483589.170999999, 791193.7205999997 4484073.170600001, 791030.7264999999 4484429.172800001, 791007.7268000003 4484581.1734, 791070.7292999998 4484742.172900001, 791055.7303999998 4484797.1719, 790923.7326999996 4484959.170600002, 790682.7335000001 4485093.173900001, 790495.7406000001 4485628.1754, 790234.7423 4485661.178100001, 790148.7411000002 4485740.178, 790134.7457999997 4485810.178600001, 790177.7474999996 4485969.176899999, 790120.7515000002 4486142.1782, 790012.7481000004 4486219.177200002, 789791.7472999999 4486267.183100001, 789760.7476000002 4486408.180199999, 789642.7501999997 4486517.183199999, 789387.7467 4486638.1822, 789250.7467999997 4486663.182700002, 789115.7505000001 4486770.184699999, 788588.7418 4486733.1917, 788478.7414999995 4486818.188499999, 788449.7439999999 4486922.1921, 788202.7428000001 4486950.1909, 788151.7428 4487158.189899999, 788007.7421000004 4487401.191699999, 787651.7403999995 4487435.197799998, 787342.7388000004 4487751.196300001, 786703.5897000004 4487860.3301, 786552.5845999996 4487788.329099999, 786381.5820000004 4487651.3289, 786056.5810000002 4487566.329600001, 785974.6535999998 4487598.252300001, 786006.5806999998 4487668.3325, 786115.5811999999 4487732.3321, 786161.5801999996 4487906.327500001, 786123.5817 4488058.329799999, 786031.5804000003 4488186.329799999, 785718.6743999997 4487957.3257, 785632.5766000003 4487962.329500001, 785565.5787000003 4488009.331200001, 785561.5773 4488057.328099999, 785452.5793000003 4488134.3289, 785465.5802999996 4488251.3311, 785558.5791999996 4488370.329299999, 785506.5773999998 4488505.327299999, 785370.5790999997 4488539.3309, 785198.5844999999 4488816.330499999, 784767.5947000002 4489362.3379, 784485.6030999999 4489581.3389, 784147.6381999999 4489974.313100001, 783985.7132999999 4490247.342299999, 784103.7164000003 4490408.341700001, 784198.7193 4490506.3465, 784604.7134999996 4490727.34, 784719.7170000001 4490820.337, 784950.7161999997 4491097.3388, 785200.7193 4491275.3375, 785655.7227999996 4491793.3363, 785786.7244999995 4492003.338, 786013.7298999997 4492270.332699998, 786533.2204999998 4492822.021899999, 786861.7446999997 4493241.328600001, 787889.7607000005 4494354.3212, 787956.7641000001 4494497.3202, 787895.7629000004 4494547.3267, 788393.7953000003 4495505.296999999, 788760.8162000002 4496086.2731, 789007.8461999996 4496797.2414, 789174.8574999999 4497117.2267, 789602.8886000002 4497766.193, 789812.8965999996 4498199.153999999, 789934.8006999996 4498168.172499998, 790192.7866000002 4497895.181500002, 790377.7790000001 4497757.1823, 790713.7763 4497705.183499999, 790996.7664999999 4497729.647899999, 791369.7692999998 4497736.1722, 791461.7670999996 4497699.1734, 791506.7636000002 4497640.1741, 791195.7588999998 4497448.185699998, 791161.7602000004 4497391.190400001, 791164.7514000004 4497201.196799998, 791032.7483999998 4497132.202400001, 790908.7457999997 4496994.207100001, 790902.7423 4496912.214500002, 791057.7391999997 4496829.214400001, 791064.7356000002 4496732.216600002, 790832.7240000004 4496428.233299999, 790749.7259 4496402.236199999, 790670.7142000003 4496179.247899999, 790743.7142000002 4496109.2465, 790781.6960000005 4495675.263800001, 790836.6909999996 4495519.268599999, 790928.6891999999 4495459.2693, 790959.682 4495307.274299999, 790988.6684999997 4494896.286599998, 790942.6684999997 4494460.293099998, 791046.6654000002 4494253.2902, 791164.8367999997 4494161.147, 791218.8202999998 4494120.2088, 791845.6688999999 4493952.2772, 791941.6665000003 4493820.278999998, 791952.6677999999 4493663.278000002, 792094.6677000001 4493556.278999998, 792226.8649000004 4493632.0682, 792670.3663999996 4493501.485200002, 792763.8185000001 4493464.245999999, 793103.8163999998 4493179.240199999, 794254.8302999996 4492839.226799999, 794432.7992000002 4492747.0351, 794527.6201999998 4492622.221200001, 794736.6673999997 4492661.247300002, 794943.6671000002 4492618.247800001, 795369.6629999997 4492339.2487, 795675.6606999999 4492313.242500001, 795904.6617000001 4492237.241900001, 796217.6594000002 4492210.238700001, 796372.6549000004 4492229.2379, 796647.6535 4492050.2393, 796985.6972000003 4492058.761899999, 797038.7983999997 4492057.0079, 797265.8267999999 4491882.009500001, 797809.8058000002 4491739.190199998, 797706.6442999998 4491606.235200001, 797755.6437999997 4491472.240900001, 797737.6416999996 4491435.236799999, 797701.642 4491440.237999999, 797741.6425000001 4491313.241599998, 797691.6432999996 4491294.242900001, 797675.6441000002 4491242.2436, 797711.6431999997 4491216.246300001, 797638.6405999996 4491200.244200001, 797594.6413000003 4491078.2454, 797665.6404999997 4491028.246300001, 797630.6401000004 4490992.2473, 797661.6423000004 4490975.2488, 797551.6405999996 4490896.253699999, 797521.6414000001 4490819.252900001, 797528.6408000002 4490714.253900001, 797337.6410999997 4490626.2605, 797188.6401000005 4490341.2675, 797183.6386000002 4490242.2688, 797107.6416999996 4490171.2687, 797015.6404999997 4489932.2722, 797106.6402000003 4489798.273, 797054.6371999998 4489724.2787, 797084.6357000005 4489680.2798, 796978.6403999998 4489669.2787, 796942.6363000004 4489610.281500001, 796962.6365999999 4489515.2786, 796937.6385999999 4489471.282000001, 796885.6358999999 4489466.283399998, 796891.6365999999 4489418.285299999, 796801.6392999999 4489351.282500001, 796842.6353000002 4489220.288599999, 796766.6381999999 4489207.2883, 796745.6377999997 4489106.291200001, 796566.6387 4488985.2919, 796497.6370999999 4488876.2941, 796547.6354999999 4488741.296299999, 796437.6332999999 4488696.292099999, 796478.6327 4488561.294199998, 796376.6346000005 4488542.295399998, 796341.6339999996 4488502.294199998, 796282.6332999999 4488241.296299999, 796217.6341000004 4488230.298699998, 796168.6330000004 4488138.2993, 796189.6316999998 4488020.295499998, 796121.6297000004 4487931.298699999, 796059.6290999996 4487934.296999999, 796015.6293000001 4487880.297900001, 795918.6281000003 4487855.300500001, 795823.6283 4487666.300100002, 795811.6254000003 4487523.3011, 795741.6288999999 4487487.3015, 795696.8389999997 4487415.361999999, 795551.6231000004 4486911.3041, 795429.6226000004 4486757.3082, 795470.6184999997 4486665.3057, 795480.6191999996 4486500.3051, 795407.6202999996 4486473.306500001, 795310.2122 4486321.697899999, 795267.6172000002 4486209.3044, 795069.3810999999 4486040.480299999, 794974.2947000004 4485874.9453, 794834.9045000001 4485548.275699999, 794763.1643000003 4485317.630299999, 794900.6039000005 4485168.309000001, 794954.6031999998 4484920.309, 794894.5958000002 4484473.3095, 794782.5968000004 4484306.313899999, 794735.5954 4484324.311899999, 794871.5979000004 4484583.3113, 794887.6024000002 4484716.312500001, 794856.6003 4484758.3104, 794904.6024000002 4484846.312699999, 794877.6031999997 4485021.307800001, 794727.6030000001 4484974.312500001, 794707.6030000001 4485016.312999999, 794842.6037999997 4485072.313200001, 794815.6036999999 4485163.3081, 794705.6068000002 4485278.310900001, 794652.6047 4485315.310399999, 794597.6074999999 4485303.311000001, 794430.6030999999 4485104.3095, 794411.6052000001 4485032.3101, 794449.6032999996 4484990.309699999, 794431.6010999996 4484969.311699999, 794383.6045000004 4485011.312200001, 794347.6045000004 4484973.311299999, 794520.6015999997 4484827.312000002, 794580.5993999997 4484804.313, 794641.6018000003 4484826.3104, 794654.6019000001 4484793.308900001, 794554.6019999998 4484769.3126, 794426.6026999997 4484843.309, 794282.6009999998 4484982.3103, 794209.6013000002 4484928.311000002, 794230.6001000004 4484818.313200001, 794152.4726999998 4484794.095699999))",Otros,Valencia,None,16,010-050,7706,310253
2020-12-08,2512008_AD,41.61674,0.62218,"POLYGON ((802650.8227000004 4615073.622, 802556.1363000002 4615117.604599998, 802513.9691000003 4615231.327199998, 802609.4227999998 4615268.192299999, 802553.4312000005 4615422.332400001, 802567.1968999997 4615485.916999999, 802552.6818000004 4615523.523900001, 802569.1761999996 4615583.5633, 802562.5784 4615635.025599998, 802563.2381999996 4615633.706, 802557.9599999998 4615663.395800001, 802550.7024999997 4615679.890000001, 802543.4447999997 4615690.4463, 802365.9649 4615794.6894, 802365.3051000005 4615742.567500001, 802360.4418000001 4615741.1084, 802365.6491999999 4615794.374399999, 802208.8639000002 4616173.228000001, 801990.6671000002 4616075.365700001, 802093.7045 4615868.487899999, 802335.0471 4615578.09, 802314.8602999997 4615493.8892, 802243.8289999999 4615480.974199998, 802349.0910999998 4615143.344199999, 802009.8200000002 4615043.4814, 801993.5608999999 4615153.6218, 801796.7781999996 4615120.267100001, 801773.2407 4615359.435599999, 801652.9812 4615385.790399999, 801627.0902000004 4615501.142100001, 801420.2182999998 4615442.476299998, 801535.1007000003 4614775.1609, 801562.4803999998 4614557.652000001, 801392.3245999999 4614538.936599999, 801254.9093000004 4614486.064799999, 801082.1024000001 4614389.792600001, 801077.6929000001 4614387.336599999, 800849.835 4614189.457099999, 800738.5637999995 4614036.6681, 800615.1002999999 4613876.3577, 800551.2691999999 4613777.618100001, 800621.0388000002 4613747.114999999, 800577.9280000003 4613380.3017, 800663.1616000002 4613043.1576, 800664.0423999996 4613039.383400001, 800348.4775 4612892.4191, 800717.4159000004 4612741.571099999, 800747.0998 4612778.1807, 800786.6777999997 4612741.5713, 800879.6867000004 4612735.634800001, 800875.7286 4612709.909299999, 800751.0557000004 4612571.3868, 800612.5312000001 4612501.135999999, 800459.1639999999 4612338.866900001, 800364.1767999995 4612403.180499999, 800259.2932000002 4612271.5842, 800292.9343999997 4612237.943199999, 800344.3863000005 4612254.763900001, 800525.4554000003 4612108.3265, 800059.0196000002 4611773.090299999, 800105.9483000003 4611670.2935, 800130.9955000002 4611623.797399999, 800393.6069999998 4611793.470299999, 801167.7692 4611154.941099999, 801250.1820999999 4611267.714099999, 801204.6371999998 4611586.0408, 801299.4369000001 4611334.9597, 801408.5221999995 4611183.403, 801815.6682000002 4611032.407900001, 801890.3354000002 4610946.0731, 801907.0626999997 4610663.6641, 801780.0881000002 4610455.201300002, 801719.7865000004 4610269.106899999, 801782.9301000005 4610231.299299999, 801524.4478000002 4609855.7064, 801383.5423 4609766.295199998, 801363.4760999996 4609794.278999999, 800593.4742000001 4609696.281099998, 800527.4729000004 4609665.2827, 800328.4687999999 4609428.2829, 800039.4697000002 4609230.283199999, 799713.4653000003 4608952.289000001, 799402.4627 4608765.288799999, 798985.4589 4608698.288799998, 798736.4616 4608708.288899999, 798297.4655999998 4608852.2903, 798045.4654000001 4608886.2907, 797824.4632999999 4608777.294299998, 797660.4622 4608567.2938, 797397.4578999997 4608116.2992, 797252.4571000002 4608036.302799999, 796872.4648000002 4609127.2935, 796349.4732999997 4610071.287299999, 796305.4731000001 4610259.283500001, 795816.4807000002 4610932.2777, 795703.4796000002 4611287.276599999, 795470.4840000002 4611708.273, 795129.4908999996 4612109.2666, 795217.4916000003 4612553.2631, 795147.4907999998 4612693.2612, 795089.5004000003 4612925.258199998, 794680.5083999997 4613442.247599999, 794710.5099999998 4613613.243899999, 794410.5168000003 4613870.2349, 793916.1923000002 4614428.3201, 793628.5404000003 4614754.220799998, 793245.5482999999 4615272.2092, 793077.5522999996 4615318.208000001, 792909.5527999997 4615611.204399998, 793021.5712000001 4616717.179500001, 792999.6459999997 4616737.1675, 792421.5773999998 4617264.1697, 792021.5749000004 4617036.1746, 789645.5784 4617670.169399998, 788594.5796999997 4617460.2159, 787887.5758999996 4617130.250600002, 787180.5745999999 4617226.274, 786590.5772000002 4617721.289000001, 786528.5790999997 4618315.284200001, 786760.5857999995 4619522.2872, 785640.5817999998 4619903.328199999, 785406.5831000003 4620143.341600001, 785105.5820000004 4620288.3489, 784774.5800999999 4620358.3552, 784122.5659999996 4620563.3746, 783560.5628000004 4620764.3923, 783147.5581 4620955.401199999, 781363.5399000002 4621916.4362, 780601.5346999997 4622676.447, 779890.5267000003 4623199.450899999, 780277.5366000002 4623530.445, 780278.5467999997 4624695.431099999, 780577.5477 4624622.427999999, 781281.5766000003 4625978.395300001, 781501.5898000002 4626483.382, 781793.5861999998 4626092.385299998, 782427.5834999997 4625593.383599999, 784583.5999999996 4624686.3717, 785220.6042999998 4624326.3701, 786366.6064999998 4623570.3473, 787411.6120999996 4622823.318, 788004.6109999996 4622548.299900001, 788728.6153999997 4622267.278299999, 790696.6191999996 4621790.235400001, 791301.6150000002 4621707.226199999, 791510.6198000006 4621741.2276, 791632.6190999998 4621635.223999999, 791932.6160000004 4621521.220499999, 792484.6168999997 4621182.208099999, 792633.6173999999 4621127.207599998, 792943.6164999995 4620899.199799999, 793128.6106000002 4620414.1894, 793578.6092999995 4620097.1783, 793756.6070999997 4619927.1742, 793502.5997000001 4618847.1486, 793512.5991000002 4618614.143799999, 793658.3819000004 4618419.000800001, 793899.5902000004 4618152.152799999, 794119.5924000004 4618013.1566, 795445.5724999998 4617597.1771, 795795.5657000002 4617382.187799999, 796236.5592 4617206.1971, 796375.5551000005 4617183.196799999, 797223.4937000005 4616539.2573, 797190.5451999995 4616728.215800001, 797311.5421000002 4616726.2127, 797317.5427999999 4616750.213, 797198.5477 4616880.214600001, 797360.5449000001 4617117.209100001, 797381.5477999998 4617288.209100001, 797199.5505999997 4617352.2097, 797180.5541000003 4617388.206499999, 797203.5514000002 4617467.2075, 797405.5521999998 4617531.210299999, 797558.5488999998 4617671.213099999, 797608.5502000004 4617643.209799999, 797704.5475000003 4617711.210799999, 797840.5448000003 4617567.213699998, 797865.5447000004 4617613.211699999, 797833.5477999997 4617749.213300002, 797943.5466999998 4617778.2125, 798230.5410000002 4617560.222599999, 798386.5399000002 4617550.222899999, 798407.5398000004 4617586.2205, 798389.5427000001 4617643.219699999, 798276.5455 4617671.217499999, 798079.5449000001 4617814.216700001, 798019.5439999995 4617903.2148, 797973.5494999997 4618093.213199999, 797832.5525000002 4618153.208000001, 797820.5553000001 4618463.204799999, 797852.557 4618496.2041, 797949.5532 4618485.208699999, 797986.5519000003 4618528.2091, 798001.5520000001 4618696.206900001, 798055.5527999997 4618703.204, 798156.5504999999 4618617.213300001, 798193.5532 4618645.208300001, 798208.5513000004 4618858.211200001, 798331.5504000001 4618990.213, 798327.5483999997 4619064.213700001, 798231.5516999997 4619108.2137, 798240.5524000004 4619221.215500002, 798198.5528999995 4619336.2129, 798231.5513000004 4619410.216800001, 798374.5531000001 4619550.2163, 798507.5482000001 4619489.2182, 798587.5480000004 4619514.221899999, 798704.5486000002 4619354.220699999, 798846.5450999998 4619342.2283, 800050.5406999997 4618646.232599999, 800217.5410000002 4618728.229599999, 800292.5412999997 4618841.230199999, 800397.6124 4618851.666999999, 800414.8255000003 4618851.1291, 800596.5427000002 4618854.2331, 801047.5442000004 4619143.2344, 801202.5429999996 4619187.235200002, 801218.5440999996 4619212.2349, 801136.5440999996 4619271.235400001, 801082.5448000003 4619368.232699999, 801204.5471000001 4619598.236600001, 801499.5499999999 4619665.235200001, 801726.5469000004 4619635.239700001, 802069.5480000004 4619478.238, 802298.5483999997 4619243.237699999, 802558.5459000003 4619080.239800001, 802877.5472999997 4619183.244300001, 802903.5494999997 4619298.2413, 802940.5487000002 4619320.241499999, 803131.5476000002 4619347.2434, 803282.5478999997 4619200.244000001, 803728.5467999997 4618908.246200001, 803852.5445999997 4618882.2476, 804042.5431000004 4618901.246099998, 804200.5400999999 4618834.2446, 804379.5393999999 4618702.2502, 804711.1655999998 4618494.199799999, 804853.4636000004 4617713.5264, 804948.8009999999 4617401.3938, 804938.5799000001 4617196.332, 804803.3223999999 4616908.982599999, 804346.0916999998 4616550.138299999, 804200.2362999999 4616180.3146, 804214.4013 4615625.4794, 804130.9757000002 4615415.3113, 803938.9606999996 4615238.445699998, 803852.6906000003 4615068.956999999, 803836.4075 4614716.343, 803732.7331999997 4614561.989399998, 803607.1227000002 4614487.837099999, 803492.1936999997 4614232.001399999, 803301.5669999998 4614307.705700001, 803335.2251000003 4614409.8403, 803391.3021 4614394.024100001, 803487.6392999999 4614537.8105, 803379.7987000002 4614754.926999999, 803405.4170000004 4614855.501299999, 803443.0173000004 4614971.6855, 803388.7060000001 4614970.4873, 803247.2828000002 4615054.739499999, 803047.0855 4614783.924000001, 802650.8227000004 4615073.622))",Casa,25023,41.61674,0.62218,"POLYGON ((802650.8227000004 4615073.622, 802556.1363000002 4615117.604599998, 802513.9691000003 4615231.327199998, 802609.4227999998 4615268.192299999, 802553.4312000005 4615422.332400001, 802567.1968999997 4615485.916999999, 802552.6818000004 4615523.523900001, 802569.1761999996 4615583.5633, 802562.5784 4615635.025599998, 802563.2381999996 4615633.706, 802557.9599999998 4615663.395800001, 802550.7024999997 4615679.890000001, 802543.4447999997 4615690.4463, 802365.9649 4615794.6894, 802365.3051000005 4615742.567500001, 802360.4418000001 4615741.1084, 802365.6491999999 4615794.374399999, 802208.8639000002 4616173.228000001, 801990.6671000002 4616075.365700001, 802093.7045 4615868.487899999, 802335.0471 4615578.09, 802314.8602999997 4615493.8892, 802243.8289999999 4615480.974199998, 802349.0910999998 4615143.344199999, 802009.8200000002 4615043.4814, 801993.5608999999 4615153.6218, 801796.7781999996 4615120.267100001, 801773.2407 4615359.435599999, 801652.9812 4615385.790399999, 801627.0902000004 4615501.142100001, 801420.2182999998 4615442.476299998, 801535.1007000003 4614775.1609, 801562.4803999998 4614557.652000001, 801392.3245999999 4614538.936599999, 801254.9093000004 4614486.064799999, 801082.1024000001 4614389.792600001, 801077.6929000001 4614387.336599999, 800849.835 4614189.457099999, 800738.5637999995 4614036.6681, 800615.1002999999 4613876.3577, 800551.2691999999 4613777.618100001, 800621.0388000002 4613747.114999999, 800577.9280000003 4613380.3017, 800663.1616000002 4613043.1576, 800664.0423999996 4613039.383400001, 800348.4775 4612892.4191, 800717.4159000004 4612741.571099999, 800747.0998 4612778.1807, 800786.6777999997 4612741.5713, 800879.6867000004 4612735.634800001, 800875.7286 4612709.909299999, 800751.0557000004 4612571.3868, 800612.5312000001 4612501.135999999, 800459.1639999999 4612338.866900001, 800364.1767999995 4612403.180499999, 800259.2932000002 4612271.5842, 800292.9343999997 4612237.943199999, 800344.3863000005 4612254.763900001, 800525.4554000003 4612108.3265, 800059.0196000002 4611773.090299999, 800105.9483000003 4611670.2935, 800130.9955000002 4611623.797399999, 800393.6069999998 4611793.470299999, 801167.7692 4611154.941099999, 801250.1820999999 4611267.714099999, 801204.6371999998 4611586.0408, 801299.4369000001 4611334.9597, 801408.5221999995 4611183.403, 801815.6682000002 4611032.407900001, 801890.3354000002 4610946.0731, 801907.0626999997 4610663.6641, 801780.0881000002 4610455.201300002, 801719.7865000004 4610269.106899999, 801782.9301000005 4610231.299299999, 801524.4478000002 4609855.7064, 801383.5423 4609766.295199998, 801363.4760999996 4609794.278999999, 800593.4742000001 4609696.281099998, 800527.4729000004 4609665.2827, 800328.4687999999 4609428.2829, 800039.4697000002 4609230.283199999, 799713.4653000003 4608952.289000001, 799402.4627 4608765.288799999, 798985.4589 4608698.288799998, 798736.4616 4608708.288899999, 798297.4655999998 4608852.2903, 798045.4654000001 4608886.2907, 797824.4632999999 4608777.294299998, 797660.4622 4608567.2938, 797397.4578999997 4608116.2992, 797252.4571000002 4608036.302799999, 796872.4648000002 4609127.2935, 796349.4732999997 4610071.287299999, 796305.4731000001 4610259.283500001, 795816.4807000002 4610932.2777, 795703.4796000002 4611287.276599999, 795470.4840000002 4611708.273, 795129.4908999996 4612109.2666, 795217.4916000003 4612553.2631, 795147.4907999998 4612693.2612, 795089.5004000003 4612925.258199998, 794680.5083999997 4613442.247599999, 794710.5099999998 4613613.243899999, 794410.5168000003 4613870.2349, 793916.1923000002 4614428.3201, 793628.5404000003 4614754.220799998, 793245.5482999999 4615272.2092, 793077.5522999996 4615318.208000001, 792909.5527999997 4615611.204399998, 793021.5712000001 4616717.179500001, 792999.6459999997 4616737.1675, 792421.5773999998 4617264.1697, 792021.5749000004 4617036.1746, 789645.5784 4617670.169399998, 788594.5796999997 4617460.2159, 787887.5758999996 4617130.250600002, 787180.5745999999 4617226.274, 786590.5772000002 4617721.289000001, 786528.5790999997 4618315.284200001, 786760.5857999995 4619522.2872, 785640.5817999998 4619903.328199999, 785406.5831000003 4620143.341600001, 785105.5820000004 4620288.3489, 784774.5800999999 4620358.3552, 784122.5659999996 4620563.3746, 783560.5628000004 4620764.3923, 783147.5581 4620955.401199999, 781363.5399000002 4621916.4362, 780601.5346999997 4622676.447, 779890.5267000003 4623199.450899999, 780277.5366000002 4623530.445, 780278.5467999997 4624695.431099999, 780577.5477 4624622.427999999, 781281.5766000003 4625978.395300001, 781501.5898000002 4626483.382, 781793.5861999998 4626092.385299998, 782427.5834999997 4625593.383599999, 784583.5999999996 4624686.3717, 785220.6042999998 4624326.3701, 786366.6064999998 4623570.3473, 787411.6120999996 4622823.318, 788004.6109999996 4622548.299900001, 788728.6153999997 4622267.278299999, 790696.6191999996 4621790.235400001, 791301.6150000002 4621707.226199999, 791510.6198000006 4621741.2276, 791632.6190999998 4621635.223999999, 791932.6160000004 4621521.220499999, 792484.6168999997 4621182.208099999, 792633.6173999999 4621127.207599998, 792943.6164999995 4620899.199799999, 793128.6106000002 4620414.1894, 793578.6092999995 4620097.1783, 793756.6070999997 4619927.1742, 793502.5997000001 4618847.1486, 793512.5991000002 4618614.143799999, 793658.3819000004 4618419.000800001, 793899.5902000004 4618152.152799999, 794119.5924000004 4618013.1566, 795445.5724999998 4617597.1771, 795795.5657000002 4617382.187799999, 796236.5592 4617206.1971, 796375.5551000005 4617183.196799999, 797223.4937000005 4616539.2573, 797190.5451999995 4616728.215800001, 797311.5421000002 4616726.2127, 797317.5427999999 4616750.213, 797198.5477 4616880.214600001, 797360.5449000001 4617117.209100001, 797381.5477999998 4617288.209100001, 797199.5505999997 4617352.2097, 797180.5541000003 4617388.206499999, 797203.5514000002 4617467.2075, 797405.5521999998 4617531.210299999, 797558.5488999998 4617671.213099999, 797608.5502000004 4617643.209799999, 797704.5475000003 4617711.210799999, 797840.5448000003 4617567.213699998, 797865.5447000004 4617613.211699999, 797833.5477999997 4617749.213300002, 797943.5466999998 4617778.2125, 798230.5410000002 4617560.222599999, 798386.5399000002 4617550.222899999, 798407.5398000004 4617586.2205, 798389.5427000001 4617643.219699999, 798276.5455 4617671.217499999, 798079.5449000001 4617814.216700001, 798019.5439999995 4617903.2148, 797973.5494999997 4618093.213199999, 797832.5525000002 4618153.208000001, 797820.5553000001 4618463.204799999, 797852.557 4618496.2041, 797949.5532 4618485.208699999, 797986.5519000003 4618528.2091, 798001.5520000001 4618696.206900001, 798055.5527999997 4618703.204, 798156.5504999999 4618617.213300001, 798193.5532 4618645.208300001, 798208.5513000004 4618858.211200001, 798331.5504000001 4618990.213, 798327.5483999997 4619064.213700001, 798231.5516999997 4619108.2137, 798240.5524000004 4619221.215500002, 798198.5528999995 4619336.2129, 798231.5513000004 4619410.216800001, 798374.5531000001 4619550.2163, 798507.5482000001 4619489.2182, 798587.5480000004 4619514.221899999, 798704.5486000002 4619354.220699999, 798846.5450999998 4619342.2283, 800050.5406999997 4618646.232599999, 800217.5410000002 4618728.229599999, 800292.5412999997 4618841.230199999, 800397.6124 4618851.666999999, 800414.8255000003 4618851.1291, 800596.5427000002 4618854.2331, 801047.5442000004 4619143.2344, 801202.5429999996 4619187.235200002, 801218.5440999996 4619212.2349, 801136.5440999996 4619271.235400001, 801082.5448000003 4619368.232699999, 801204.5471000001 4619598.236600001, 801499.5499999999 4619665.235200001, 801726.5469000004 4619635.239700001, 802069.5480000004 4619478.238, 802298.5483999997 4619243.237699999, 802558.5459000003 4619080.239800001, 802877.5472999997 4619183.244300001, 802903.5494999997 4619298.2413, 802940.5487000002 4619320.241499999, 803131.5476000002 4619347.2434, 803282.5478999997 4619200.244000001, 803728.5467999997 4618908.246200001, 803852.5445999997 4618882.2476, 804042.5431000004 4618901.246099998, 804200.5400999999 4618834.2446, 804379.5393999999 4618702.2502, 804711.1655999998 4618494.199799999, 804853.4636000004 4617713.5264, 804948.8009999999 4617401.3938, 804938.5799000001 4617196.332, 804803.3223999999 4616908.982599999, 804346.0916999998 4616550.138299999, 804200.2362999999 4616180.3146, 804214.4013 4615625.4794, 804130.9757000002 4615415.3113, 803938.9606999996 4615238.445699998, 803852.6906000003 4615068.956999999, 803836.4075 4614716.343, 803732.7331999997 4614561.989399998, 803607.1227000002 4614487.837099999, 803492.1936999997 4614232.001399999, 803301.5669999998 4614307.705700001, 803335.2251000003 4614409.8403, 803391.3021 4614394.024100001, 803487.6392999999 4614537.8105, 803379.7987000002 4614754.926999999, 803405.4170000004 4614855.501299999, 803443.0173000004 4614971.6855, 803388.7060000001 4614970.4873, 803247.2828000002 4615054.739499999, 803047.0855 4614783.924000001, 802650.8227000004 4615073.622))",Otros,Lérida,None,5,010-050,7706,38552
